# filename, date, obj, bjd, rv, e_rv, exptime, progid, airm, drift, bis, fwhm, s_hk, e_s_hk, snr
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2015-07-24T04:37:45.286_bis_G2_A.fits,2015-07-24T04:52:46.850,HIP-96160,2457227.70277575,-15517.5602443041,0.54813482282197,899.9984,188.C-0265(O),1.109,-0.493,-0.00689351301764951,7.10357183790996,0.19531029269742328,0.0007115330336892336,138.3
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2016-10-22T01:33:02.994_bis_G2_A.fits,2016-10-22T01:48:04.759,HIP96160,2457683.56849499,-15531.7921971591,0.797570218465434,899.9983,188.C-0265(R),1.378,-0.239,-0.0184799521717913,7.08816106418713,0.18746471134179035,0.0010215408541130236,93.3
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2012-04-28T09:07:55.634_bis_G2_A.fits,2012-04-28T09:23:00.372,HIP-96160,2456045.88759564,-15534.0294823822,0.975425618417449,899.9996,188.C-0265(C),1.116,-0.217,-0.0183118578013541,7.07781584880947,0.18940272311446774,0.0012024525729282373,78.2
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2012-08-25T03:25:33.025_bis_G2_A.fits,2012-08-25T03:40:35.413,HIP-96160,2456164.65115006,-15541.8361025823,1.24667958303722,900.0,188.C-0265(D),1.147,2.536,-0.0169391947265076,7.08205567890043,0.1971987457160495,0.0014760071694454235,63.0
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2016-04-29T08:55:54.185_bis_G2_A.fits,2016-04-29T09:10:55.967,HIP-96160,2457507.8796277,-15525.384591189299,0.561397882522416,899.9983,188.C-0265(Q),1.12,-4.489,-0.00426537365378188,7.11667542596733,0.18243136038364047,0.0006150524691848548,125.8
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2014-07-18T04:55:22.219_bis_G2_A.fits,2014-07-18T05:10:25.471,HIP-96160,2456856.71522377,-15543.6956028905,0.676391440371861,900.0001,188.C-0265(K),1.108,0.285,-0.0154692005934987,7.08441304904834,0.1947199781596513,0.0008820784650417952,116.8
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2019-08-16T02:38:15.233_bis_G2_A.fits,2019-08-16T02:53:16.979,HIP96160,2458711.61911738,-15510.4324935376,0.673600230732607,899.9982,188.C-0265(R),1.105,0.081,-0.0082181646110655,7.09978916382301,0.20398019261796022,0.0008203565536171709,105.9
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2014-09-04T01:35:28.409_bis_G2_A.fits,2014-09-04T01:50:31.518,HIP-96160,2456904.5738839,-15542.8605442461,0.712330458809689,900.0007,188.C-0265(L),1.106,-0.104,-0.0231074371098252,7.0737209538147,0.18723516932799558,0.000896133305699086,109.9
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2014-07-15T06:48:36.792_bis_G2_A.fits,2014-07-15T07:03:39.191,HIP-96160,2456853.79410135,-15542.4847037814,1.21757411072176,900.0002,188.C-0265(K),1.2,0.325,-0.0183039536005793,7.0875745162786,0.17296195939565034,0.0013872485327301627,65.6
/Users/mbedell/python/tesstwin/data/HARPS/HARPS.2016-10-03T02:31:48.024_bis_G2_A.fits,2016-10-03T02:46:49.734,HIP96160,2457664.610992,-15522.6239434952,0.581655237024675,899.9983,188.C-0265(R),1.33,0.118,-0.0049969843140012,7.09473555175543,0.18566891904614866,0.0007697653953306336,134.3
